"species","centroid_hist_X","centroid_hist_Y","centroid_rec_X","centroid_rec_Y","Eucl_distance","NS_shift","EW_shift","shift_direction","n_routes_hist","n_routes_rec","D","shift_p_D_NA","shift_p_E_NA","shift_p_S_NA","shift_p_U_NA","shift_p_D_A","shift_p_E_A","shift_p_S_A","shift_p_U_A","cons_p_D_NA","cons_p_E_NA","cons_p_S_NA","cons_p_U_NA","cons_p_D_A","cons_p_E_A","cons_p_S_A","cons_p_U_A","rS_NA","rE_NA","rU_NA","rS_A","rE_A","rU_A","range_stability_std","range_unfilling_std","range_expansion_std"
"Accipiter cooperii",570179.049731636,256067.594406682,404024.965874814,243428.864557748,166634.081371412,-12638.7298489341,-166154.083856823,-90.2561376918905,79,189,0.752495532164764,0.988011988011988,0.858141858141858,0.858141858141858,1,0.982017982017982,0.875124875124875,0.875124875124875,1,0.018981018981019,0.145854145854146,0.145854145854146,0.001998001998002,0.017982017982018,0.132867132867133,0.132867132867133,0.000999000999000999,0.918232587944534,0.0817674120554657,0.00588659687561166,0.920903867004143,0.0790961329958574,0.00539360320662378,0.913266907258604,0.00540786806210613,0.0813252246792899
"Accipiter striatus",673100.187473201,703452.102419683,762998.009554213,569760.989589246,161105.344618824,-133691.112830437,89897.8220810123,150.81656840851,47,31,0.744806459319856,0.993006993006993,0.978021978021978,0.978021978021978,1,0.995004995004995,1,1,1,0.00799200799200799,0.027972027972028,0.027972027972028,0.000999000999000999,0.003996003996004,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.921392593533579,0.0786074064664212,0.0619006678662267,0.963381003192911,0.036618996807089,0.05963749468366,0.868584177781724,0.0573136968133553,0.0741021254049206
"Actitis macularius",-521667.550245626,831879.782602129,-617304.077723726,864366.709762479,101003.692132473,32486.9271603501,-95636.5274781001,-75.2024673370233,112,87,0.832709567694376,0.997002997002997,0.974025974025974,0.974025974025974,1,1,1,1,1,0.000999000999000999,0.018981018981019,0.018981018981019,0.000999000999000999,0.000999000999000999,0.00799200799200799,0.00799200799200799,0.000999000999000999,0.998503087961425,0.00149691203857493,0.0477568903655116,1,0,0.0477568903655116,0.950885662245036,0.0476888116726871,0.00142552608227675
"Aix sponsa",740061.979055236,347276.410918908,772718.173179127,326847.880003602,38519.5001267527,-20428.5309153069,32656.1941238909,126.8291945185,228,237,0.924504253348669,1,0.976023976023976,0.976023976023976,1,1,0.981018981018981,0.981018981018981,1,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.000999000999000999,0.026973026973027,0.026973026973027,0.000999000999000999,0.991481675765369,0.00851832423463088,0.00669703543161369,0.991536607820688,0.00846339217931185,0.00660953801234733,0.984897873833357,0.00664036672884497,0.00846175943779773
"Ammodramus savannarum",474862.123710255,404877.199154508,432961.53831062,348466.550612516,70269.6259116289,-56410.6485419921,-41900.5853996351,-139.470508898226,313,232,0.857792388948648,0.992007992007992,0.982017982017982,0.982017982017982,1,1,0.99000999000999,0.99000999000999,1,0.004995004995005,0.018981018981019,0.018981018981019,0.000999000999000999,0.00899100899100899,0.016983016983017,0.016983016983017,0.000999000999000999,0.990946641813473,0.00905335818652734,0.00442534800329191,0.991030849692306,0.00896915030769374,0.00404180960850972,0.986600885505714,0.00438545944290793,0.0090136550513782
"Amphispiza bilineata",-1175290.74354353,-236243.156306661,-1174062.46937369,-250805.519640236,14614.0714140642,-14562.3633335754,1228.27416984504,167.159764474166,33,34,0.952124336446969,1,0.997002997002997,0.997002997002997,1,1,0.999000999000999,0.999000999000999,1,0.000999000999000999,0.00699300699300699,0.00699300699300699,0.000999000999000999,0.000999000999000999,0.002997002997003,0.002997002997003,0.000999000999000999,0.997494881639153,0.00250511836084668,0.0329643976975235,0.997494881639153,0.00250511836084668,0.0315694113864516,0.964692727712896,0.032884533575104,0.00242273871199981
"Anas platyrhynchos",211536.916877783,586326.865368324,246530.583661989,624758.670607846,51976.5367158351,38431.8052395222,34993.6667842052,44.1979801639949,392,350,0.922228066784099,0.999000999000999,0.758241758241758,0.758241758241758,1,1,0.935064935064935,0.935064935064935,1,0.002997002997003,0.262737262737263,0.262737262737263,0.001998001998002,0.004995004995005,0.0539460539460539,0.0539460539460539,0.000999000999000999,0.998250083878244,0.00174991612175641,0.00829767066541782,0.999981608859645,1.83911403549419e-05,0.00761830921986397,0.989981308194481,0.00828327071272399,0.00173542109279535
"Antrostomus carolinensis",788842.872155229,-385189.824998437,781753.033586806,-383708.7134486,7242.89323056493,1481.11154983711,-7089.83856842329,-73.2548870787669,127,97,0.911961898675797,1,0.974025974025974,0.974025974025974,1,1,0.98001998001998,0.98001998001998,1,0.000999000999000999,0.021978021978022,0.021978021978022,0.000999000999000999,0.000999000999000999,0.020979020979021,0.020979020979021,0.000999000999000999,0.985413624731336,0.0145863752686645,0.00702704700915223,0.985413624731336,0.0145863752686645,0.00702704700915223,0.978589381441506,0.00692525769743705,0.0144853608610574
"Antrostomus vociferus",903859.717240876,141122.038261022,1092422.25637341,147064.003155424,188656.137220384,5941.96489440204,188562.539132538,94.3831511662812,79,42,0.814285152123344,1,0.884115884115884,0.884115884115884,1,1,0.873126873126873,0.873126873126873,1,0.000999000999000999,0.103896103896104,0.103896103896104,0.000999000999000999,0.000999000999000999,0.111888111888112,0.111888111888112,0.000999000999000999,0.927557334146323,0.072442665853677,0.100610683442273,0.927557334146323,0.072442665853677,0.100545947467175,0.840360126754435,0.0940073504697582,0.0656325227758068
"Aphelocoma californica",-2146131.93152158,562708.057926029,-2139845.5005671,625991.229058056,63594.6457075671,63283.1711320279,6286.43095448101,-9.9583777741936,32,34,0.886430916482497,0.996003996003996,0.908091908091908,0.908091908091908,1,0.997002997002997,0.886113886113886,0.886113886113886,1,0.001998001998002,0.112887112887113,0.112887112887113,0.001998001998002,0.001998001998002,0.121878121878122,0.121878121878122,0.000999000999000999,0.922004513609404,0.0779954863905964,0,0.922004513609404,0.0779954863905964,0,0.922004513609404,0,0.0779954863905964
